tx_bytes,rx_bytes,tx_packets,rx_packets,latencia,congestion
226346378,1991410630,977458,1923346,9999,1
226375878,1991586848,977526,1923520,9999,1
226523010,1991694347,977624,1923705,201,1
226536153,1991767402,977649,1923774,9999,1
226544620,1991964722,977708,1923940,460,1
226558736,1992025493,977740,1924007,9999,1
226687770,1992106241,977804,1924118,9999,1
226702935,1992352570,977863,1924363,9999,1
226729739,1992430679,977922,1924458,9999,1
226753151,1992642770,977987,1924656,1113,1
226758821,1992689054,978011,1924708,347,1
226761139,1992693339,978034,1924725,9999,1
226787052,1992775149,978096,1924833,999,1
226790942,1992818687,978110,1924873,9999,1
226806673,1993091288,978171,1925102,465,1
226810675,1993096843,978185,1925114,9999,1
226826056,1993345375,978242,1925331,9999,1
226863885,1993483417,978323,1925483,9999,1
226883320,1993624138,978392,1925620,551,1
226887247,1993695450,978410,1925686,9999,1
226904364,1993946730,978482,1925910,9999,1
226913764,1994025055,978524,1925991,9999,1
226929002,1994158473,978571,1926123,493,1
226934030,1994258029,978599,1926208,9999,1
226947962,1994379851,978637,1926322,9999,1
226971159,1994587213,978707,1926518,587,1
226973413,1994641404,978732,1926566,9999,1
226990156,1994694175,978771,1926633,441,1
226991342,1994700970,978783,1926644,9999,1
227009849,1994927308,978831,1926839,9999,1
227028923,1994989340,978870,1926914,490,1
227029712,1994989768,978878,1926918,9999,1
227057558,1995278516,978954,1927177,9999,1
227088567,1995301899,979016,1927231,1766,1
227111758,1995542454,979086,1927451,9999,1
227134127,1995623810,979144,1927561,483,1
227137305,1995625932,979167,1927570,658,1
227147667,1995631986,979181,1927583,484,1
227153077,1995634309,979198,1927599,505,1
227157561,1995863534,979235,1927788,9999,1
227179036,1996100469,979301,1928002,9999,1
227199868,1996160491,979362,1928096,473,1
227205791,1996163747,979376,1928111,398,1
227207020,1996168402,979387,1928121,523,1
227219973,1996173995,979404,1928134,463,1
227238876,1996400383,979450,1928339,9999,1
227285626,1996475316,979540,1928472,9999,1
227303524,1996698959,979621,1928690,9999,1
227311947,1996728235,979662,1928740,416,1
227325577,1996784669,979692,1928809,9999,1
227356868,1997020095,979762,1929041,9999,1
227381509,1997034544,979807,1929090,9999,1
227405715,1997087939,979852,1929165,9999,1
227428648,1997330154,979929,1929386,9999,1
227444931,1997380162,979961,1929449,3181,1
227460906,1997615384,980019,1929652,597,1
227465065,1997617625,980029,1929664,9999,1
227480644,1997678043,980066,1929736,2841,1
227492255,1997693356,980102,1929775,9999,1
227510021,1997969945,980152,1930008,9999,1
227525864,1997984563,980195,1930048,659,1
227536958,1998211376,980243,1930234,414,1
227561244,1998230612,980291,1930288,9999,1
227583688,1998285578,980364,1930387,9999,1
227598052,1998525273,980432,1930598,9999,1
227609523,1998654965,980473,1930720,9999,1
227628854,1998812295,980534,1930872,3131,1
227647192,1998827288,980572,1930911,9999,1
227658394,1999068905,980634,1931113,9999,1
227686404,1999133700,980691,1931207,9999,1
227705945,1999296104,980764,1931352,9999,1
227721119,1999425399,980815,1931478,9999,1
227739373,1999652277,980871,1931677,9999,1
227752465,1999782564,980935,1931801,9999,1
227765869,1999795604,980963,1931835,437,1
227777914,2000038323,981008,1932037,9999,1
227813891,2000132283,981082,1932163,9999,1
227827448,2000380420,981136,1932379,9999,1
227845292,2000453526,981170,1932458,460,1
227855366,2000460164,981184,1932474,9999,1
227867644,2000700970,981240,1932678,487,1
227883857,2000708223,981260,1932697,314,1
227884220,2000708604,981266,1932703,584,1
227889057,2000925629,981295,1932875,9999,1
227916467,2001006044,981353,1932982,325,1
227920130,2001007020,981364,1932991,9999,1
227949877,2001210666,981435,1933185,9999,1
227978090,2001322638,981497,1933310,667,1
227981467,2001324675,981507,1933325,9999,1
227997621,2001545698,981564,1933514,9999,1
228022966,2001631649,981626,1933626,362,1
228023184,2001631995,981629,1933630,9999,1
228039719,2001866786,981687,1933832,1140,1
228040101,2001867372,981693,1933840,475,1
228044438,2001941216,981711,1933904,9999,1
228086085,2001967058,981801,1934003,478,1
228089208,2002188983,981835,1934183,9999,1
228184582,2002272066,981914,1934323,9999,1
228225610,2002535931,982071,1934573,9999,1
228259385,2002623719,982167,1934713,9999,1
228310302,2002892869,982269,1934980,9999,1
228331257,2002999859,982348,1935102,412,1
228358583,2003071649,982425,1935199,291,1
228364758,2003086542,982462,1935240,9999,1
228383107,2003342626,982532,1935457,484,1
228387920,2003408890,982553,1935516,9999,1
228403403,2003437946,982594,1935567,9999,1
228424522,2003697772,982671,1935801,3208,1
228436646,2003954158,982736,1936030,9999,1
228464128,2004055790,982811,1936163,9999,1
228501906,2004325030,982926,1936426,9999,1
228542297,2004430091,983040,1936602,9999,1
228572923,2004490660,983146,1936727,9999,1
228597144,2004756403,983233,1936972,1235,1
228603356,2004837247,983265,1937050,179,0
228616893,2004848238,983289,1937077,9999,1
228634671,2005074264,983372,1937284,9999,1
228656267,2005159921,983436,1937400,613,1
228664617,2005170557,983461,1937423,9999,1
228695349,2005768274,983594,1937948,9999,1
228714544,2005988172,983653,1938146,9999,1
228735850,2006386540,983731,1938485,1321,1
228741316,2006538826,983763,1938616,9999,1
228761608,2006994978,983848,1938995,577,1
228761737,2006995184,983850,1938998,541,1
228768704,2007001219,983869,1939013,406,1
228775314,2007003018,983880,1939026,372,1
228781369,2007008741,983898,1939038,358,1
228790103,2007399669,983992,1939358,303,1
228791504,2007407894,984007,1939370,623,1
228815610,2007422226,984043,1939404,947,1
228828904,2007638252,984092,1939599,601,1
228832183,2007639018,984101,1939607,9999,1
228851044,2008025483,984190,1939927,9999,1
228900869,2008265270,984290,1940183,9999,1
228911902,2008663048,984355,1940511,9999,1
228995046,2008878392,984431,1940759,2085,1
229006023,2008887578,984464,1940796,867,1
229016292,2009272180,984531,1941107,9999,1
229048816,2009499018,984632,1941350,9999,1
229077972,2009854479,984711,1941670,9999,1
229096010,2009910902,984749,1941746,424,1
229106772,2010255904,984794,1942024,9999,1
229124488,2010624836,984854,1942337,9999,1
229143492,2010793229,984908,1942501,9999,1
229159637,2011130061,984965,1942781,9999,1
229197364,2011328879,985058,1942984,9999,1
229214658,2011344328,985099,1943024,2064,1
229228760,2011688432,985196,1943317,9999,1
229248008,2011855602,985249,1943472,9999,1
229267523,2012213987,985316,1943770,2180,1
229267955,2012214421,985324,1943777,9999,1
229288292,2012563527,985394,1944070,9999,1
229319698,2012754452,985471,1944268,450,1
229325741,2013100088,985513,1944543,9999,1
229348158,2013271945,985563,1944701,1174,1
229356795,2013339332,985610,1944769,9999,1
229372435,2013705801,985670,1945077,9999,1
229390152,2013874624,985720,1945233,9999,1
229409712,2014233507,985792,1945536,448,1
229410033,2014233647,985796,1945538,362,1
229427177,2014258416,985839,1945583,494,1
229444360,2014419948,985878,1945726,9999,1
229472291,2014793538,985968,1946066,9999,1
229489389,2014965775,986029,1946231,9999,1
229506757,2014976185,986066,1946267,9999,1
229536574,2015507522,986168,1946713,9999,1
229551134,2015515307,986200,1946743,9999,1
229584883,2016045125,986299,1947183,9999,1
229616313,2016069310,986360,1947246,379,1
229620316,2016071052,986369,1947253,9999,1
229648369,2016461125,986448,1947586,9999,1
229686523,2016727588,986531,1947843,1204,1
229712649,2016790866,986581,1947919,9999,1
229840855,2016815094,986681,1948054,395,1
229956713,2017064986,986739,1948284,9999,1
230064229,2017075650,986785,1948369,9999,1
230115350,2017153744,986861,1948492,9999,1
230217320,2017455352,986924,1948774,699,1
230424543,2017461920,986998,1948862,9999,1
230516035,2017727690,987113,1949253,9999,1
230548509,2017803557,987188,1949366,9999,1
230585778,2018050129,987258,1949586,9999,1
230595133,2018107780,987293,1949668,522,1
230604462,2018109579,987305,1949680,9999,1
230631593,2018362792,987366,1949911,9999,1
230648993,2018419576,987405,1949980,9999,1
230676342,2018692820,987487,1950227,336,1
230676984,2018693251,987493,1950231,9999,1
230710924,2019057695,987597,1950564,9999,1
230731323,2019166169,987647,1950682,469,1
230731507,2019166375,987650,1950685,9999,1
230762972,2019429956,987753,1950925,973,1
230764300,2019431384,987761,1950937,9999,1
230783198,2019508735,987818,1951024,9999,1
230803919,2019759472,987887,1951244,9999,1
230821063,2019836090,987926,1951326,9999,1
230838988,2020083939,987985,1951539,9999,1
230852419,2020171618,988041,1951639,451,1
230861856,2020173467,988051,1951651,333,1
230862093,2020173715,988055,1951655,220,1
230873914,2020420977,988100,1951855,594,1
230886388,2020437835,988135,1951899,9999,1
230911167,2020517208,988177,1951989,9999,1
231001243,2020791507,988272,1952259,9999,1
231032180,2020873957,988326,1952354,9999,1
231053999,2021143835,988391,1952591,461,1
231057228,2021144676,988399,1952600,9999,1
231081708,2021222861,988440,1952686,1066,1
231082686,2021223397,988448,1952692,9999,1
231157373,2021526055,988627,1953032,805,1
231165838,2021531621,988642,1953045,9999,1
231179098,2021788018,988708,1953267,9999,1
231216792,2021947783,988808,1953444,9999,1
231234670,2022144702,988855,1953616,9999,1
231255837,2022222930,988902,1953707,470,1
231256531,2022224265,988909,1953714,386,1
231261714,2022527043,988942,1953953,523,1
231262666,2022624529,988955,1954032,9999,1
231282209,2022786507,989018,1954191,9999,1
231298077,2023070910,989075,1954430,9999,1
231334979,2023209762,989162,1954591,581,1
231338083,2023210431,989168,1954598,365,1
231338267,2023210637,989171,1954601,348,1
231339320,2023215912,989181,1954610,790,1
231360106,2023500866,989233,1954854,9999,1
231373879,2023614511,989275,1954970,2217,1
231380405,2023616297,989285,1954982,499,1
231385209,2023869911,989313,1955182,607,1
231391169,2023912049,989340,1955235,9999,1
231407486,2024020616,989372,1955339,9999,1
231444648,2024348073,989470,1955646,1000,1
231445701,2024353348,989480,1955655,9999,1
231466892,2024475237,989528,1955780,481,1
231481522,2024481887,989545,1955796,9999,1
231511228,2024783759,989645,1956078,9999,1
231535816,2025089534,989713,1956345,9999,1
231553050,2025208175,989755,1956468,9999,1
231573692,2025561526,989834,1956765,362,1
231574885,2025561720,989840,1956768,9999,1
231592148,2025676967,989880,1956886,9999,1
231607513,2025972487,989929,1957128,9999,1
231618614,2026085560,989974,1957241,235,1
231628275,2026090616,989985,1957254,603,1
231633525,2026369383,990019,1957475,9999,1
231647182,2026380709,990048,1957507,315,1
231651329,2026494759,990069,1957605,9999,1
231676828,2026506911,990135,1957667,432,1
231684554,2026806796,990188,1957917,384,1
231684846,2026807391,990193,1957922,389,1
231692939,2026866384,990243,1957991,9999,1
231717424,2027139525,990396,1958241,9999,1
231760344,2027452117,990493,1958542,255,1
231760582,2027452588,990496,1958546,755,1
231770043,2027566171,990526,1958646,712,1
231776556,2027567960,990537,1958658,9999,1
231795717,2027857980,990603,1958910,9999,1
231803882,2027972893,990635,1959016,9999,1
231824809,2028271431,990721,1959270,9999,1
231848631,2028391513,990779,1959398,9999,1
231866264,2028692181,990849,1959660,9999,1
231887089,2028986161,990906,1959913,9999,1
231902246,2029104831,990955,1960036,352,1
231908681,2029106510,990963,1960047,9999,1
231933826,2029349887,991058,1960265,9999,1
231954840,2029525817,991146,1960434,9999,1
231968683,2029533459,991178,1960460,9999,1
231994207,2029840526,991271,1960729,9999,1
232013286,2030123577,991338,1960968,693,1
232018428,2030247286,991371,1961076,363,1
232024777,2030257054,991392,1961100,9999,1
232046338,2030380108,991446,1961220,9999,1
232083334,2030703334,991563,1961524,543,1
232099898,2030732359,991602,1961578,517,1
232103935,2030835009,991621,1961664,9999,1
232117440,2030847077,991650,1961695,9999,1
232144740,2031236434,991745,1962030,1522,1
232183322,2031273409,991774,1962091,9999,1
232200314,2031563672,991845,1962336,9999,1
232214367,2031575364,991879,1962368,9999,1
232236969,2031976940,991957,1962704,437,1
232245679,2031984114,991972,1962719,455,1
232246158,2031985223,991980,1962728,454,1
232246763,2031985503,991986,1962732,563,1
232265312,2032274781,992043,1962971,9999,1
232294184,2032405187,992120,1963111,9999,1
232307691,2032648290,992184,1963326,9999,1
232323263,2032707499,992224,1963390,636,1
232329232,2032716016,992240,1963402,9999,1
232351628,2032940105,992345,1963603,488,1
232357114,2032945824,992361,1963617,454,1
232363621,2032947607,992371,1963628,494,1
232369043,2033156188,992407,1963796,9999,1
232406387,2033296374,992483,1963960,9999,1
232478102,2033599301,992578,1964232,498,1
232483094,2033709267,992605,1964344,565,1
232485450,2033715923,992620,1964358,9999,1
232523383,2033905576,992705,1964557,623,1
232535185,2033915171,992733,1964588,9999,1
232563767,2034010829,992793,1964714,9999,1
232617610,2034025414,992845,1964782,9999,1
232629377,2034034996,992885,1964820,9999,1
232655117,2034049006,992944,1964874,9999,1
232681554,2034059839,992980,1964919,9999,1
232716859,2034075704,993034,1964986,1238,1
232744916,2034156522,993098,1965082,9999,1
232795266,2034304946,993279,1965309,9999,1
232814195,2034324503,993342,1965370,9999,1
232824981,2034331898,993371,1965395,9999,1
232840507,2034340785,993403,1965421,2636,1
232879187,2034357842,993434,1965465,9999,1
232897611,2034374101,993475,1965503,9999,1
232925497,2034397256,993534,1965559,9999,1
232938035,2034419482,993575,1965600,9999,1
232941285,2034426273,993595,1965621,9999,1
232962310,2034435327,993635,1965662,480,1
232965973,2034441413,993650,1965677,346,1
232975290,2034443027,993662,1965687,9999,1
232986162,2034448675,993682,1965701,3252,1
233009216,2034464626,993729,1965753,394,1
233014593,2034467276,993748,1965765,9999,1
233028773,2034545697,993808,1965849,9999,1
233039342,2034552793,993830,1965870,9999,1
233068694,2034576964,993884,1965930,9999,1
233084916,2034590984,993919,1965968,9999,1
233087812,2034593871,993944,1965985,9999,1
233198387,2034763931,994106,1966229,9999,1
233254918,2036604258,994430,1967722,865,1
233280655,2036743247,994482,1967853,9999,1
233314013,2037289638,994661,1968338,9999,1
233345602,2038063231,994825,1968953,546,1
233351201,2038418368,994890,1969251,518,1
233364242,2038663312,994937,1969454,9999,1
233384378,2039620542,995096,1970215,531,1
233393761,2039978771,995143,1970502,640,1
233403160,2040409646,995194,1970840,303,1
233409004,2040770203,995251,1971136,823,1
233415398,2041070704,995298,1971381,9999,1
233437415,2042248153,995468,1972310,9999,1
233451317,2043193463,995615,1973054,9999,1
233482424,2043983169,995794,1973699,9999,1
233528213,2044900276,995969,1974462,441,1
233533197,2045086977,996001,1974614,700,1
233544947,2045355961,996055,1974839,258,1
233546899,2045483297,996078,1974942,248,1
233550224,2045684848,996119,1975110,986,1
233586120,2046302222,996249,1975630,9999,1
233616437,2047083845,996404,1976300,9999,1
233635674,2047841064,996538,1976912,9999,1
233666658,2048665689,996702,1977605,9999,1
233683016,2049883561,996868,1978575,9999,1
233710208,2050677454,996998,1979216,9999,1
233769133,2052024709,997221,1980328,9999,1
233789607,2053145910,997419,1981228,9999,1
233811074,2054414725,997593,1982242,9999,1
233854723,2055183166,997728,1982892,683,1
233871834,2055794016,997813,1983380,468,1
233899447,2056069507,997884,1983602,9999,1
233937360,2056452894,998003,1983969,9999,1
233974144,2057111277,998161,1984516,9999,1
233992926,2057589087,998246,1984910,9999,1
234011132,2057700123,998305,1985030,9999,1
234033610,2058269630,998438,1985498,455,1
234049837,2058494282,998499,1985698,9999,1
234072066,2059045244,998616,1986147,3655,1
234078149,2059257121,998661,1986326,467,1
234092418,2059388031,998701,1986442,478,1
234098089,2059680910,998768,1986677,9999,1
234127791,2060324329,998920,1987199,9999,1
234146832,2060743718,998993,1987551,408,1
234148881,2060745203,998999,1987560,9999,1
234163314,2061336908,999109,1988047,9999,1
234182207,2061771552,999202,1988400,1720,1
234207037,2062279360,999302,1988823,9999,1
234217182,2062285966,999330,1988846,470,1
234226660,2062287873,999344,1988860,9999,1
234269169,2062985615,999470,1989436,1078,1
234273245,2063303081,999522,1989690,392,1
234276335,2063303771,999528,1989697,9999,1
234305185,2063908994,999690,1990202,306,1
234310475,2064073391,999724,1990332,9999,1
234346162,2064324920,999840,1990574,9999,1
234390288,2064798754,999982,1990985,411,1
234416068,2064927807,1000046,1991125,9999,1
234603091,2065521017,1000212,1991698,552,1
234620918,2065881894,1000288,1992020,9999,1
234650090,2066003135,1000353,1992149,876,1
234741145,2066372216,1000414,1992472,9999,1
234857024,2066996834,1000518,1993006,9999,1
234876533,2067288137,1000584,1993253,9999,1
234899728,2068057956,1000704,1993869,9999,1
234921223,2068429959,1000793,1994189,9999,1
234934626,2068437064,1000821,1994212,9999,1
234977096,2068994388,1000955,1994656,9999,1
234998621,2069729044,1001070,1995251,9999,1
235015951,2069946738,1001126,1995443,1227,1
235026206,2070449926,1001218,1995839,9999,1
235051413,2070723459,1001325,1996075,9999,1
235063917,2071333821,1001433,1996564,9999,1
235092604,2071909729,1001546,1997048,433,1
235096762,2071979694,1001593,1997111,9999,1
235114651,2072404596,1001663,1997457,9999,1
235134463,2072952222,1001770,1997904,9999,1
235153637,2073549639,1001870,1998385,9999,1
235174492,2074002862,1001981,1998755,9999,1
235193437,2074156299,1002039,1998891,9999,1
235205923,2074822418,1002152,1999417,9999,1
235229215,2074984376,1002208,1999573,1868,1
235255920,2075521297,1002325,2000018,9999,1
235272933,2075908533,1002395,2000333,9999,1
235281468,2076460849,1002470,2000772,9999,1
235300162,2076914786,1002561,2001140,9999,1
235317139,2077116877,1002615,2001320,9999,1
235341767,2077575652,1002750,2001698,2505,1
235353418,2078092475,1002833,2002113,9999,1
235381232,2078501591,1002938,2002474,558,1
235385718,2078570908,1002957,2002533,9999,1
235405356,2079185580,1003049,2003028,9999,1
235414155,2079718562,1003127,2003455,9999,1
235429345,2080074222,1003194,2003747,9999,1
235458455,2080535816,1003340,2004158,9999,1
235481726,2081354908,1003489,2004821,413,1
235490402,2081549857,1003524,2004981,479,1
235493899,2081551821,1003536,2004994,9999,1
235508243,2081702676,1003572,2005125,9999,1
235522393,2082400260,1003694,2005679,862,1
235535468,2082467166,1003717,2005743,445,1
235535652,2082467440,1003720,2005747,273,1
235535781,2082467622,1003722,2005750,9999,1
235560676,2083192563,1003838,2006339,770,1
235567340,2083467157,1003885,2006563,316,1
235576839,2083468876,1003895,2006573,9999,1
235591521,2083947612,1003994,2006961,914,1
235611162,2084097436,1004056,2007112,9999,1
235624501,2084639002,1004146,2007561,413,1
235628732,2084698162,1004167,2007615,362,1
235641101,2084702432,1004182,2007630,9999,1
235650026,2085096996,1004259,2007955,9999,1
235677053,2085872467,1004384,2008584,9999,1
235693225,2086088755,1004443,2008771,9999,1
235708416,2086665302,1004543,2009229,2171,1
235722135,2086672495,1004568,2009254,9999,1
235742077,2087105231,1004653,2009607,9999,1
235755638,2087724669,1004739,2010105,9999,1
235774912,2088128776,1004805,2010436,2410,1
235788418,2088673884,1004882,2010872,9999,1
235805530,2089041803,1004953,2011175,9999,1
235821819,2089387356,1005048,2011463,9999,1
235842595,2089856202,1005162,2011844,9999,1
235862632,2090147538,1005236,2012096,9999,1
235890687,2090622115,1005348,2012494,393,1
235899790,2091042301,1005397,2012824,487,1
235900516,2091043220,1005404,2012832,9999,1
235917444,2091602119,1005475,2013285,9999,1
235939165,2092164447,1005568,2013741,683,1
235942476,2092165331,1005578,2013751,339,1
235943118,2092165762,1005584,2013755,297,1
235956827,2092171180,1005601,2013766,9999,1
235971864,2092969427,1005716,2014401,783,1
235984982,2092976605,1005739,2014422,387,1
235985274,2092977039,1005744,2014428,9999,1
236011825,2093573729,1005845,2014921,1143,1
236012120,2093574260,1005849,2014926,9999,1
236034972,2094527462,1005965,2015692,519,1
236041419,2094634205,1005992,2015786,9999,1
236057260,2094691801,1006035,2015854,9999,1
236077838,2095585470,1006154,2016569,454,1
236081878,2095592639,1006168,2016582,9999,1
236102331,2095919004,1006236,2016857,9999,1
236120662,2096535828,1006327,2017354,9999,1
236147595,2097138216,1006484,2017838,9999,1
236167995,2097531034,1006551,2018167,9999,1
236186699,2097592524,1006596,2018245,9999,1
236220013,2098342236,1006749,2018856,9999,1
236226785,2098568917,1006801,2019051,9999,1
236247527,2099133808,1006889,2019515,314,1
236255729,2099139052,1006900,2019525,448,1
236264154,2099419905,1006954,2019752,9999,1
236274646,2099726872,1007014,2020001,392,1
236287626,2100125785,1007084,2020319,633,1
236292354,2100127202,1007096,2020330,9999,1
236320670,2100805661,1007308,2020881,1136,1
236336182,2100987718,1007355,2021041,9999,1
236352424,2101270202,1007420,2021281,465,1
236358052,2101845432,1007491,2021730,9999,1
236370562,2102217934,1007556,2022039,822,1
236376786,2102220013,1007566,2022048,801,1
236383095,2102220678,1007573,2022057,9999,1
236392298,2102741392,1007650,2022476,9999,1
236414098,2103138783,1007727,2022810,9999,1
236443293,2103629191,1007818,2023220,9999,1
236466114,2104167218,1007926,2023666,9999,1
236500848,2104764023,1008039,2024167,9999,1
236520765,2105153064,1008122,2024492,9999,1
236537274,2105548035,1008191,2024815,9999,1
236559315,2106116856,1008287,2025289,9999,1
236567371,2106260623,1008322,2025413,9999,1
236604522,2107128060,1008523,2026124,458,1
236604988,2107128960,1008529,2026132,9999,1
236623605,2107503722,1008603,2026445,9999,1
236649741,2108172380,1008747,2026990,9999,1
236667965,2108391374,1008818,2027172,9999,1
236685065,2109075668,1008970,2027720,9999,1
236700678,2109263621,1009042,2027890,9999,1
236723104,2109668188,1009142,2028227,9999,1
236742303,2110220447,1009238,2028671,602,1
236747679,2110320749,1009261,2028757,9999,1
236770885,2110930278,1009393,2029255,9999,1
236789477,2111667507,1009540,2029850,9999,1
236802729,2111672522,1009562,2029868,1540,1
236813322,2112227255,1009670,2030307,9999,1
236835459,2112625399,1009770,2030636,790,1
236836447,2112631471,1009779,2030644,492,1
236849131,2112705779,1009797,2030712,795,1
236855938,2113102563,1009872,2031021,9999,1
236882055,2113609643,1010005,2031455,9999,1
236900563,2114210932,1010082,2031944,9999,1
236913512,2114562768,1010138,2032237,348,1
236921909,2114828619,1010173,2032450,9999,1
236931886,2115231946,1010232,2032783,9999,1
236954866,2115721388,1010336,2033181,1775,1
236960036,2115768476,1010365,2033232,9999,1
236995338,2116145578,1010462,2033554,9999,1
237006366,2116703647,1010561,2034003,9999,1
237032080,2117114987,1010636,2034349,9999,1
237050444,2117742001,1010726,2034861,302,1
237053647,2117742755,1010737,2034871,9999,1
237074643,2118167393,1010824,2035222,659,1
237074963,2118167733,1010829,2035227,232,1
237077974,2118167807,1010834,2035228,571,1
237082871,2118681399,1010892,2035631,9999,1
237100156,2119133689,1010964,2036000,9999,1
237119952,2119545925,1011035,2036340,1554,1
237123361,2119728389,1011076,2036488,9999,1
237144512,2120203747,1011163,2036875,483,1
237148486,2120742987,1011215,2037297,9999,1
237171420,2121188722,1011320,2037669,9999,1
237184528,2121200937,1011345,2037700,9999,1
237209400,2121965087,1011473,2038316,488,1
237214764,2122203667,1011533,2038510,9999,1
237232771,2122733839,1011617,2038936,1222,1
237243299,2122741022,1011637,2038955,453,1
237248274,2122747313,1011654,2038973,528,1
237250294,2122752938,1011667,2038984,9999,1
237272743,2123317207,1011785,2039446,2052,1
237283838,2123707261,1011855,2039761,497,1
237303449,2123749915,1011894,2039815,9999,1
237388060,2124515379,1012200,2040551,1042,1
237409507,2124549754,1012253,2040610,9999,1
237466191,2125471495,1012468,2041412,9999,1
237526050,2125819790,1012694,2041755,9999,1
237543053,2126368667,1012809,2042213,2513,1
237572458,2127013699,1012928,2042741,9999,1
237640900,2127603450,1013165,2043306,2035,1
237648419,2127606286,1013188,2043326,814,1
237666941,2128141686,1013323,2043756,715,1
237678161,2128223925,1013377,2043835,9999,1
237720889,2128714123,1013505,2044253,9999,1
237784247,2129460507,1013751,2044935,499,1
237799920,2129560949,1013788,2045024,9999,1
237868939,2130123408,1014013,2045551,9999,1
237883834,2130751779,1014132,2046050,9999,1
237972178,2131362555,1014411,2046631,485,1
237982781,2131720300,1014495,2046926,9999,1
237996167,2131997648,1014566,2047181,175,0
238004082,2132070386,1014593,2047244,9999,1
238030922,2132657470,1014730,2047726,9999,1
238103269,2133721320,1015050,2048660,409,1
238108269,2133788165,1015080,2048719,9999,1
238122884,2134072763,1015133,2048966,9999,1
238185857,2134956074,1015364,2049723,1976,1
238214733,2135197046,1015483,2049962,9999,1
238242822,2135617938,1015604,2050333,9999,1
238262429,2136198048,1015694,2050804,9999,1
238280367,2136627004,1015797,2051163,9999,1
238315561,2137263595,1015954,2051705,9999,1
238342384,2137503095,1016065,2051939,9999,1
238355925,2137836457,1016154,2052217,9999,1
238377025,2138277490,1016237,2052586,9999,1
238394864,2138649116,1016305,2052898,9999,1
238429717,2139270002,1016449,2053418,9999,1
238529272,2140390464,1016811,2054469,9999,1
238558199,2140529682,1016880,2054624,9999,1
238637687,2141398333,1017135,2055388,9999,1
238664079,2141881697,1017274,2055807,423,1
238667928,2141954664,1017292,2055871,9999,1
238685384,2142458577,1017367,2056284,965,1
238704132,2142679999,1017430,2056484,611,1
238717205,2142910493,1017486,2056683,1440,1
238733469,2142965131,1017538,2056756,9999,1
238753908,2143583330,1017625,2057260,9999,1
238773729,2144074992,1017699,2057664,230,1
238779372,2144632240,1017769,2058100,1002,1
238783770,2144656721,1017795,2058131,815,1
238791198,2144663447,1017820,2058152,9999,1
238805293,2145110789,1017890,2058522,9999,1
238826656,2145710383,1017999,2059010,512,1
238832431,2145919073,1018029,2059178,9999,1
238853539,2146561456,1018132,2059706,1130,1
238858727,2146675009,1018160,2059808,9999,1
238889457,2147087588,1018259,2060171,383,1
238889771,2147087997,1018264,2060177,9999,1
238907175,2147474056,1018324,2060494,9999,1
238931206,2148049658,1018439,2060962,842,1
238937731,2148301502,1018486,2061161,9999,1
238955179,2148730387,1018561,2061519,673,1
238961098,2149110178,1018605,2061821,1085,1
238964744,2149111514,1018619,2061836,9999,1
238981649,2149120015,1018656,2061862,9999,1
239006414,2149974535,1018809,2062560,9999,1
239020900,2150289746,1018867,2062827,323,1
239034299,2150290649,1018886,2062837,9999,1
239051470,2151289141,1019025,2063632,458,1
239058347,2151294997,1019043,2063647,9999,1
239071476,2151747203,1019105,2064018,9999,1
239112601,2151945920,1019223,2064212,9999,1
239134191,2152742949,1019343,2064859,420,1
239137403,2152743768,1019351,2064868,9999,1
239154543,2153270410,1019425,2065293,968,1
239159310,2153296208,1019437,2065323,9999,1
239183957,2153695547,1019546,2065655,439,1
239184863,2153700608,1019554,2065663,491,1
239201448,2154261278,1019621,2066107,648,1
239210420,2154268637,1019644,2066135,9999,1
239232584,2154602455,1019739,2066418,9999,1
239254907,2155345153,1019836,2067022,383,1
239259327,2155345425,1019844,2067026,9999,1
239279584,2155747830,1019945,2067359,1073,1
239286361,2156051811,1019997,2067601,397,1
239290884,2156317405,1020052,2067812,9999,1
239309361,2156538542,1020106,2068004,9999,1
239324959,2156740128,1020161,2068182,626,1
239331700,2157014567,1020212,2068400,243,1
239334399,2157270582,1020246,2068601,9999,1
239356645,2157750243,1020375,2068995,2084,1
239371210,2157757873,1020403,2069023,9999,1
239396245,2158488076,1020536,2069611,9999,1
239416405,2158998402,1020639,2070028,9999,1
239428386,2159415890,1020719,2070361,9999,1
239443520,2159971632,1020804,2070804,544,1
239451676,2160169542,1020835,2070964,9999,1
239463013,2160337073,1020873,2071110,9999,1
239494550,2161121757,1021049,2071747,9999,1
239516039,2161679044,1021174,2072197,9999,1
239538706,2162234310,1021301,2072651,9999,1
239544251,2162434691,1021339,2072817,722,1
239544435,2162434897,1021342,2072820,9999,1
239557441,2162994619,1021440,2073268,9999,1
239566360,2163567666,1021507,2073720,9999,1
239575842,2163980725,1021563,2074053,331,1
239576308,2163981105,1021570,2074059,9999,1
239611731,2164871514,1021700,2074776,1171,1
239617989,2165018344,1021726,2074904,9999,1
239638889,2165451739,1021811,2075255,742,1
239643611,2165642634,1021848,2075410,9999,1
239673275,2166104482,1021947,2075808,9999,1
239755131,2166848843,1022230,2076516,9999,1
239813662,2167529222,1022453,2077113,896,1
239823423,2167542203,1022474,2077132,9999,1
239846489,2168134418,1022579,2077633,9999,1
239880193,2168557169,1022687,2078008,9999,1
