tx_bytes,rx_bytes,tx_packets,rx_packets,latencia,congestion
212127457,5533914008,2706284,4527749,8,0
212136315,5533919732,2706303,4527765,6,0
212139197,5533921668,2706316,4527778,10,0
212141552,5533924656,2706339,4527797,8,0
212154548,5533930442,2706359,4527818,8,0
212155741,5533931170,2706370,4527828,8,0
212157271,5533932082,2706382,4527840,6,0
212167798,5533939252,2706402,4527860,7,0
212168991,5533939802,2706412,4527867,16,0
212172497,5533940804,2706423,4527879,11,0
212184927,5533955669,2706462,4527913,13,0
212191627,5533973613,2706491,4527952,9,0
212194167,5533981576,2706509,4527970,4,0
212196729,5533987457,2706529,4527986,7,0
212213445,5534003557,2706569,4528028,11,0
212217174,5534012831,2706592,4528054,9,0
212219073,5534015497,2706608,4528069,8,0
212229704,5534021083,2706630,4528089,7,0
212233235,5534021737,2706642,4528096,9,0
212236492,5534023598,2706659,4528115,8,0
212247935,5534031076,2706685,4528140,7,0
212252149,5534031866,2706693,4528148,8,0
212255538,5534032758,2706704,4528160,9,0
212269552,5534040892,2706737,4528192,10,0
212270442,5534041500,2706745,4528200,11,0
212272378,5534047312,2706762,4528216,10,0
212282886,5534049521,2706784,4528232,9,0
212289462,5534055980,2706807,4528254,5,0
212301969,5534064154,2706841,4528287,6,0
212302525,5534064708,2706848,4528294,9,0
212304908,5534065767,2706865,4528307,12,0
212323741,5534080649,2706910,4528354,7,0
212328169,5534087309,2706935,4528378,9,0
212340307,5534095177,2706968,4528408,10,0
212343150,5534095905,2706976,4528417,7,0
212344655,5534096567,2706987,4528425,6,0
212356207,5534104137,2707016,4528452,7,0
212357066,5534105016,2707025,4528463,9,0
212369949,5534112414,2707047,4528486,10,0
212372655,5534113846,2707062,4528499,7,0
212373405,5534114574,2707071,4528508,10,0
212386395,5534122850,2707110,4528543,8,0
212389287,5534124755,2707120,4528553,16,0
212402530,5534133413,2707162,4528590,7,0
212403043,5534133847,2707170,4528596,15,0
212416261,5534141302,2707195,4528618,8,0
212420069,5534143645,2707210,4528635,10,0
212423791,5534151550,2707227,4528650,7,0
212428873,5534157770,2707246,4528664,17,0
212437145,5534160490,2707262,4528683,3,0
212440803,5534161632,2707273,4528696,10,0
212441499,5534162252,2707281,4528703,4,0
212453207,5534169565,2707308,4528728,7,0
212486359,5534184504,2707366,4528790,4,0
212487276,5534185406,2707377,4528801,10,0
212488306,5534185994,2707384,4528808,4,0
212492885,5534191660,2707404,4528822,6,0
212503287,5534194437,2707429,4528847,7,0
212506250,5534200538,2707450,4528864,6,0
212516807,5534203183,2707470,4528881,11,0
212517224,5534203575,2707476,4528886,8,0
212518400,5534204555,2707482,4528894,7,0
212533796,5534213209,2707521,4528933,10,0
212534989,5534213809,2707531,4528940,12,0
212546235,5534219761,2707551,4528960,5,0
212549366,5534221615,2707560,4528971,6,0
212556442,5534222621,2707572,4528983,7,0
212558265,5534228340,2707589,4529001,7,0
212568822,5534231093,2707609,4529019,10,0
212569239,5534231485,2707615,4529024,9,0
212572513,5534232193,2707623,4529032,9,0
212582997,5534238517,2707644,4529053,7,0
212584911,5534240654,2707659,4529069,9,0
212585478,5534241246,2707668,4529077,9,0
212586865,5534246641,2707682,4529087,7,0
212600208,5534249100,2707704,4529106,7,0
212601082,5534249812,2707712,4529115,8,0
212602987,5534252330,2707727,4529129,8,0
212613169,5534257758,2707745,4529147,9,0
212614199,5534258188,2707752,4529152,7,0
212617717,5534259365,2707767,4529165,8,0
212628192,5534266616,2707790,4529188,11,0
212631110,5534268356,2707809,4529205,14,0
212631990,5534269925,2707821,4529216,10,0
212643112,5534277048,2707846,4529237,11,0
212646154,5534278124,2707857,4529249,7,0
212647346,5534278782,2707867,4529257,8,0
212661086,5534287957,2707914,4529302,11,0
212675614,5534295957,2707947,4529334,6,0
212676862,5534297395,2707964,4529351,7,0
212687837,5534304439,2707983,4529371,7,0
212691211,5534305451,2707996,4529383,12,0
212692623,5534306483,2708008,4529394,10,0
212703406,5534314017,2708035,4529421,8,0
212704490,5534314501,2708043,4529427,8,0
212704852,5534315051,2708048,4529433,9,0
212717949,5534321105,2708068,4529451,7,0
212719425,5534323129,2708081,4529464,8,0
212728179,5534390286,2708146,4529544,6,0
212740510,5534397511,2708168,4529568,8,0
212741772,5534398331,2708178,4529579,7,0
212742576,5534398985,2708186,4529586,5,0
212759757,5534407980,2708231,4529621,9,0
212761866,5534412998,2708250,4529637,12,0
212767532,5534415853,2708268,4529657,8,0
212779131,5534423387,2708291,4529679,12,0
212780545,5534424195,2708303,4529688,21,0
212782119,5534424493,2708311,4529692,1269,1
212790554,5534431869,2708342,4529724,21,0
212798051,5534433995,2708357,4529739,6,0
212800246,5534435330,2708372,4529753,7,0
212801805,5534435938,2708384,4529760,7,0
212812273,5534442804,2708403,4529778,10,0
212815929,5534444080,2708419,4529794,6,0
212817812,5534444846,2708431,4529804,11,0
212828743,5534451950,2708452,4529824,11,0
212829613,5534452604,2708461,4529832,17,0
212836714,5534453790,2708474,4529847,9,0
212850948,5534462007,2708506,4529881,18,0
212853419,5534463637,2708529,4529896,7,0
212863892,5534470557,2708547,4529915,9,0
212867935,5534471949,2708564,4529932,9,0
212869113,5534472804,2708575,4529944,7,0
212880429,5534479984,2708599,4529964,6,0
212883097,5534481556,2708617,4529978,9,0
212894572,5534487786,2708638,4529999,6,0
212897027,5534489722,2708649,4530012,7,0
212901745,5534491172,2708667,4530026,8,0
212920452,5534512241,2708710,4530063,11,0
212934225,5534520520,2708740,4530104,12,0
212935122,5534521074,2708749,4530112,11,0
212946150,5534528590,2708772,4530135,7,0
212947289,5534529206,2708781,4530143,6,0
212948567,5534529956,2708791,4530152,11,0
212953002,5534533227,2708813,4530176,6,0
212963750,5534538719,2708832,4530194,7,0
212966264,5534548412,2708849,4530213,9,0
212967348,5534548842,2708857,4530218,8,0
212978422,5534556302,2708884,4530242,6,0
212981455,5534557444,2708895,4530256,11,0
212991908,5534564222,2708927,4530284,7,0
212995114,5534566059,2708941,4530296,10,0
212995724,5534566733,2708949,4530304,6,0
213000073,5534572878,2708969,4530324,7,0
213010185,5534574923,2708985,4530337,11,0
213010977,5534575395,2708993,4530343,9,0
213014487,5534577242,2709014,4530359,6,0
213024817,5534584220,2709034,4530379,5,0
213028614,5534585612,2709049,4530397,13,0
213029030,5534585938,2709055,4530401,10,0
213033910,5534591686,2709074,4530415,12,0
213041562,5534593932,2709088,4530432,7,0
213042173,5534594672,2709096,4530441,7,0
213056680,5534602816,2709129,4530473,8,0
213057764,5534603246,2709137,4530478,7,0
213058489,5534603772,2709146,4530485,7,0
213069481,5534612385,2709173,4530509,10,0
213073952,5534613925,2709194,4530527,14,0
213079674,5534620000,2709216,4530545,8,0
213087141,5534622748,2709235,4530563,11,0
213092173,5534625875,2709252,4530580,8,0
213105372,5534631690,2709276,4530604,7,0
213106580,5534632602,2709285,4530611,13,0
213120812,5534641228,2709319,4530644,15,0
213121741,5534642312,2709330,4530656,19,0
213131241,5534643648,2709346,4530674,7,0
213136471,5534649635,2709367,4530690,6,0
213143139,5534651500,2709378,4530703,9,0
213145430,5534652866,2709392,4530715,8,0
213150371,5534656089,2709416,4530736,7,0
213160331,5534661427,2709431,4530753,6,0
213161524,5534662027,2709441,4530760,6,0
213162362,5534662427,2709450,4530765,5,0
213173110,5534669463,2709469,4530785,10,0
213174524,5534670497,2709482,4530797,14,0
213177944,5534671568,2709492,4530809,10,0
213188398,5534678549,2709515,4530829,13,0
213189400,5534679079,2709526,4530837,17,0
213190150,5534679667,2709533,4530844,7,0
213203562,5534686518,2709558,4530870,4,0
213209557,5534699634,2709604,4530909,6,0
213219995,5534702045,2709626,4530929,14,0
213223609,5534703051,2709641,4530941,7,0
213235342,5534709894,2709671,4530968,8,0
213236601,5534711599,2709682,4530978,9,0
213237297,5534712029,2709688,4530983,11,0
213247214,5534718897,2709734,4531008,5,0
213254121,5534720919,2709749,4531022,6,0
213254483,5534721245,2709754,4531026,9,0
213267807,5534729867,2709791,4531059,11,0
213271313,5534730993,2709804,4531072,7,0
213286159,5534739609,2709849,4531111,10,0
213287072,5534740225,2709859,4531118,7,0
213300583,5534746583,2709880,4531141,8,0
213301453,5534748081,2709889,4531148,7,0
213303302,5534748881,2709901,4531158,7,0
213312237,5534754749,2709918,4531174,6,0
213314844,5534756681,2709930,4531186,10,0
213318506,5534757737,2709941,4531198,10,0
213319447,5534759808,2709951,4531205,6,0
213330349,5534765667,2709974,4531227,14,0
213331045,5534765977,2709980,4531231,9,0
213331891,5534766623,2709989,4531239,16,0
213346827,5534773354,2710016,4531264,6,0
213347550,5534775091,2710027,4531275,8,0
213354000,5534781844,2710060,4531302,4,0
213361444,5534783959,2710075,4531318,9,0
213365879,5534785703,2710098,4531338,4,0
213378121,5534793865,2710128,4531369,7,0
213380207,5534795189,2710138,4531379,10,0
213386402,5534800984,2710159,4531398,10,0
213398014,5534806381,2710190,4531423,11,0
213398538,5534807177,2710198,4531431,16,0
213409861,5534814823,2710225,4531457,9,0
213413651,5534816068,2710242,4531473,8,0
213414832,5534816818,2710252,4531483,6,0
213434318,5534823429,2710278,4531506,7,0
213436698,5534825888,2710297,4531522,8,0
213447197,5534885210,2710350,4531586,10,0
213458385,5534891371,2710375,4531612,8,0
213459469,5534892203,2710385,4531622,7,0
213460761,5534892993,2710396,4531630,6,0
213471134,5534899871,2710414,4531648,8,0
213474532,5534900583,2710423,4531657,10,0
213475058,5534901145,2710431,4531664,9,0
213486086,5534907612,2710456,4531686,5,0
213495650,5534919768,2710520,4531729,2388,1
213521940,5535009268,2710644,4531879,6,0
213530983,5535018875,2710717,4531943,18,0
213533234,5535020239,2710738,4531955,10,0
213544325,5535027734,2710763,4531981,17,0
213547498,5535028632,2710773,4531992,9,0
213548970,5535029514,2710785,4532002,8,0
213560283,5535036708,2710818,4532023,7,0
213561397,5535037384,2710827,4532033,8,0
213561868,5535037880,2710834,4532039,6,0
213575095,5535044562,2710861,4532066,6,0
213577852,5535047482,2710885,4532092,15,0
213589923,5535055174,2710915,4532119,7,0
213593875,5535056126,2710931,4532131,7,0
213595514,5535057446,2710946,4532146,7,0
213605474,5535064286,2710961,4532164,12,0
213606504,5535064820,2710968,4532170,10,0
213607363,5535065370,2710977,4532177,13,0
213620980,5535072890,2711002,4532202,8,0
213621622,5535073614,2711009,4532210,9,0
213621984,5535073994,2711014,4532215,6,0
213633246,5535081174,2711036,4532235,9,0
213634093,5535081712,2711045,4532242,4,0
213638525,5535083057,2711062,4532259,9,0
213649416,5535089463,2711086,4532282,4,0
213652265,5535091139,2711099,4532291,7,0
213656380,5535097785,2711122,4532311,5,0
213657541,5535098677,2711135,4532320,6,0
213670521,5535105971,2711155,4532343,5,0
213671433,5535106804,2711167,4532354,12,0
213672709,5535107701,2711179,4532365,12,0
213684456,5535115175,2711203,4532387,9,0
213686000,5535116295,2711218,4532402,8,0
213690308,5535117139,2711228,4532412,6,0
213701809,5535123371,2711250,4532433,11,0
213703091,5535125101,2711261,4532442,16,0
213704044,5535125777,2711271,4532450,9,0
213710053,5535131899,2711297,4532469,5,0
213719374,5535134315,2711314,4532488,8,0
213720598,5535134853,2711323,4532495,8,0
213725185,5535137284,2711334,4532506,20,0
213738090,5535142912,2711354,4532526,10,0
213739383,5535143770,2711365,4532537,6,0
213742447,5535144672,2711375,4532548,8,0
213754583,5535153496,2711408,4532578,12,0
213755279,5535153942,2711414,4532583,11,0
213787371,5535172257,2711497,4532663,5,0
213790209,5535173035,2711506,4532672,7,0
213792156,5535173971,2711518,4532681,14,0
213803733,5535181663,2711542,4532707,7,0
213804926,5535182453,2711554,4532716,10,0
213818893,5535190523,2711584,4532747,5,0
213820163,5535191349,2711595,4532758,6,0
213822533,5535197701,2711618,4532778,7,0
213832871,5535199881,2711633,4532794,7,0
213849348,5535209247,2711687,4532844,10,0
213850166,5535210107,2711697,4532853,6,0
213862693,5535217069,2711715,4532873,14,0
213863777,5535217603,2711723,4532879,16,0
213864582,5535218219,2711731,4532886,9,0
213875509,5535225527,2711755,4532908,11,0
213875995,5535226081,2711761,4532915,6,0
213879269,5535226685,2711769,4532922,9,0
213888313,5535232577,2711788,4532938,6,0
213890710,5535234455,2711799,4532950,5,0
213892019,5535235217,2711808,4532958,8,0
213894597,5535241618,2711826,4532976,4,0
213907210,5535243999,2711843,4532994,7,0
213908816,5535244784,2711856,4533004,9,0
213909775,5535245432,2711866,4533011,7,0
213921079,5535253037,2711891,4533036,9,0
213921619,5535253591,2711898,4533043,6,0
213924893,5535254407,2711906,4533053,8,0
213926847,5535260290,2711924,4533068,11,0
213937358,5535262603,2711945,4533087,11,0
213938162,5535263451,2711955,4533097,14,0
213941372,5535264283,2711965,4533107,9,0
213953409,5535272021,2711989,4533130,6,0
213954369,5535272721,2711999,4533140,7,0
213955453,5535273499,2712009,4533149,9,0
213960651,5535279560,2712029,4533166,7,0
213971034,5535282197,2712049,4533190,8,0
213971933,5535282753,2712058,4533196,5,0
213983963,5535290725,2712094,4533226,9,0
213984783,5535291279,2712101,4533233,11,0
213987847,5535292041,2712109,4533242,7,0
214004718,5535299540,2712135,4533268,9,0
214005802,5535300074,2712143,4533274,7,0
214006443,5535300856,2712150,4533283,7,0
214008284,5535304856,2712165,4533297,6,0
214022081,5535310747,2712187,4533319,9,0
214022661,5535311259,2712196,4533326,5,0
214034522,5535319327,2712229,4533357,8,0
214036437,5535320444,2712242,4533371,15,0
214039377,5535321048,2712249,4533378,6,0
214050996,5535328912,2712281,4533407,16,0
214051638,5535329586,2712288,4533415,11,0
214052938,5535331494,2712298,4533425,8,0
214065970,5535338904,2712323,4533448,6,0
214069490,5535345148,2712346,4533469,6,0
214069960,5535345474,2712353,4533473,10,0
214071876,5535352290,2712371,4533488,7,0
214082131,5535354603,2712392,4533507,7,0
214100606,5535364430,2712445,4533556,19,0
214103727,5535365746,2712462,4533569,6,0
214118477,5535374346,2712498,4533605,12,0
214119615,5535375054,2712507,4533613,6,0
214119977,5535375380,2712512,4533617,7,0
214131230,5535382322,2712535,4533636,8,0
214134348,5535383100,2712544,4533645,20,0
214137099,5535384943,2712562,4533663,5,0
214138608,5535390492,2712576,4533675,7,0
214152942,5535448999,2712612,4533738,14,0
214154068,5535449695,2712621,4533746,8,0
214158303,5535455608,2712640,4533762,6,0
214169005,5535458401,2712664,4533786,7,0
214170183,5535459021,2712675,4533795,7,0
214171780,5535459846,2712687,4533803,10,0
214182271,5535467097,2712709,4533826,7,0
214185234,5535468011,2712720,4533837,13,0
214186624,5535468803,2712731,4533848,8,0
214212219,5535483286,2712793,4533903,7,0
214213543,5535485460,2712807,4533919,8,0
214213905,5535485786,2712812,4533923,9,0
214215858,5535491506,2712827,4533936,13,0
214226855,5535494062,2712844,4533952,7,0
214230418,5535495075,2712855,4533964,8,0
214232776,5535496476,2712874,4533981,5,0
214243977,5535503611,2712895,4534003,11,0
214245103,5535504187,2712904,4534010,7,0
214245927,5535504929,2712914,4534018,4,0
214260330,5535512843,2712946,4534049,8,0
214260994,5535513729,2712955,4534060,10,0
214263193,5535514987,2712966,4534070,7,0
214272090,5535520703,2712987,4534084,10,0
214280901,5535523124,2713004,4534105,13,0
214284722,5535524126,2713019,4534117,7,0
214285803,5535526422,2713030,4534127,7,0
214296419,5535531992,2713047,4534146,9,0
214297169,5535532422,2713054,4534151,6,0
214312362,5535540828,2713094,4534188,6,0
214312864,5535541382,2713100,4534195,8,0
214313948,5535542090,2713108,4534203,7,0
214324837,5535549030,2713130,4534222,7,0
214330677,5535550943,2713152,4534244,10,0
214342816,5535558835,2713183,4534273,9,0
214343232,5535559161,2713189,4534277,12,0
214350106,5535570965,2713219,4534305,11,0
214361406,5535574161,2713245,4534333,10,0
214362198,5535574633,2713253,4534339,10,0
214373814,5535582078,2713282,4534364,8,0
214377215,5535583200,2713296,4534378,13,0
214377771,5535583700,2713303,4534384,7,0
214387252,5535591146,2713328,4534407,6,0
214391096,5535593675,2713343,4534422,10,0
214392239,5535594263,2713351,4534429,7,0
214405821,5535602419,2713384,4534463,9,0
214406905,5535603073,2713392,4534470,8,0
214410852,5535605453,2713405,4534480,7,0
214425274,5535616672,2713437,4534512,9,0
214428170,5535617886,2713446,4534524,16,0
214430210,5535619074,2713457,4534534,7,0
214443486,5535627570,2713495,4534570,18,0
214461692,5535641181,2713543,4534619,8,0
214462796,5535642610,2713555,4534630,7,0
214463839,5535644584,2713566,4534637,7,0
214474794,5535651195,2713586,4534656,17,0
214477645,5535652055,2713595,4534667,7,0
214478675,5535652589,2713602,4534673,17,0
214483332,5535658355,2713619,4534688,6,0
214490802,5535660722,2713633,4534706,4,0
214491957,5535661767,2713649,4534719,7,0
214497331,5535669537,2713671,4534740,5,0
214508145,5535675053,2713691,4534758,8,0
214510528,5535676203,2713704,4534769,8,0
214512916,5535677689,2713718,4534782,7,0
214523783,5535685047,2713741,4534807,11,0
214527786,5535685949,2713753,4534819,12,0
214529020,5535686683,2713764,4534828,11,0
214530121,5535691785,2713776,4534838,18,0
214541299,5535694475,2713794,4534855,6,0
214542378,5535695589,2713808,4534869,8,0
214563418,5535704327,2713851,4534908,8,0
214564610,5535704981,2713861,4534915,7,0
214579750,5535713613,2713905,4534957,6,0
214580500,5535714097,2713912,4534963,5,0
214581643,5535714581,2713920,4534969,8,0
214592225,5535721669,2713941,4534988,8,0
214595572,5535722931,2713956,4535004,10,0
214596780,5535723585,2713965,4535012,15,0
214612663,5535734307,2713995,4535035,9,0
214623283,5535737338,2714014,4535059,9,0
214628053,5535740748,2714038,4535083,6,0
214638669,5535746290,2714055,4535101,8,0
214639085,5535746616,2714061,4535105,12,0
214640407,5535747150,2714072,4535111,4,0
214651911,5535754188,2714094,4535130,13,0
214656878,5535756617,2714119,4535155,13,0
214668354,5535764021,2714148,4535180,5,0
214669438,5535764555,2714156,4535186,12,0
214669897,5535764989,2714163,4535192,6,0
214683914,5535772865,2714192,4535220,6,0
214684758,5535773421,2714200,4535226,4,0
214696214,5535780979,2714229,4535251,8,0
214700925,5535782759,2714252,4535272,7,0
214705320,5535788271,2714268,4535283,7,0
214712705,5535790331,2714282,4535297,10,0
214713550,5535790761,2714290,4535302,10,0
214729196,5535800660,2714333,4535345,3,0
214731507,5535806685,2714355,4535363,6,0
214741456,5535809056,2714370,4535376,8,0
214742744,5535809992,2714382,4535387,7,0
214749124,5535816125,2714398,4535404,5,0
214759742,5535818398,2714415,4535421,6,0
214760925,5535819327,2714424,4535427,6,0
214762817,5535820213,2714437,4535436,4,0
214775549,5535828537,2714461,4535462,8,0
214778679,5535829493,2714471,4535474,9,0
214791692,5535837695,2714508,4535509,17,0
214794081,5535839007,2714527,4535525,8,0
214807988,5535846903,2714552,4535550,12,0
214810046,5535847885,2714567,4535562,10,0
214810408,5535848211,2714572,4535566,7,0
214816432,5535854282,2714594,4535584,10,0
214823755,5535856616,2714610,4535601,6,0
214826985,5535857560,2714621,4535613,6,0
214828400,5535859998,2714633,4535625,8,0
214840111,5535866026,2714660,4535650,9,0
214841452,5535866696,2714670,4535658,8,0
214861223,5535874312,2714693,4535685,7,0
214863459,5535875429,2714710,4535700,19,0
214881212,5535948040,2714786,4535790,8,0
214882992,5535948934,2714796,4535800,17,0
214889344,5535950337,2714811,4535816,12,0
214901199,5535957742,2714838,4535840,12,0
214902791,5535958446,2714850,4535848,10,0
214906148,5535959340,2714862,4535859,8,0
214926431,5535969834,2714909,4535901,5,0
214977101,5536022894,2715109,4536076,7,0
214978180,5536027574,2715121,4536087,8,0
214979522,5536031186,2715136,4536098,7,0
214981664,5536037683,2715155,4536112,14,0
215002963,5536074494,2715240,4536195,8,0
215082082,5536140815,2715473,4536425,6,0
215099516,5536149116,2715503,4536456,7,0
215104671,5536150090,2715515,4536468,16,0
215106329,5536151345,2715527,4536477,8,0
215120210,5536158820,2715553,4536504,8,0
215128162,5536165732,2715587,4536535,5,0
215151451,5536234728,2715663,4536626,7,0
215164555,5536272934,2715737,4536705,9,0
215169241,5536274434,2715750,4536718,9,0
215187277,5536284712,2715839,4536781,7,0
215232937,5536325994,2716030,4536953,7,0
215243129,5536327398,2716041,4536968,7,0
215257681,5536330512,2716058,4536989,6,0
215282904,5536342698,2716087,4537024,9,0
215290108,5536343874,2716100,4537037,15,0
215302838,5536356127,2716148,4537090,7,0
215352622,5536367406,2716209,4537161,7,0
215405608,5537478409,2716606,4538025,17,0
215455174,5539891441,2717352,4539706,13,0
215509684,5541895693,2718099,4541093,8,0
215537052,5542813461,2718470,4541728,8,0
215683534,5544416837,2719178,4542891,5,0
215704539,5545351303,2719540,4543545,7,0
215780808,5547242639,2720479,4545112,7,0
215870672,5548902316,2721606,4546654,19,0
215967273,5551275772,2722898,4548523,30,0
216038700,5553379526,2723909,4550236,5,0
216125118,5556537260,2725189,4552665,6,0
216196405,5558648648,2726242,4554345,4,0
216292637,5561764207,2727602,4556692,7,0
216400761,5565771425,2729231,4559651,11,0
216486923,5567800866,2730435,4561246,9,0
216553329,5569848932,2731417,4562852,9,0
216698913,5573621747,2733469,4565835,9,0
216761487,5574999519,2734287,4566979,8,0
216834996,5576952577,2735377,4568514,4,0
216893906,5578265990,2736250,4569608,7,0
216974499,5579451624,2737346,4570800,5,0
217059073,5581185175,2738509,4572374,5,0
217115005,5582937805,2739380,4573780,13,0
217196171,5585758258,2740657,4575913,8,0
217297377,5589333179,2742226,4578569,8,0
217349098,5590462580,2742968,4579562,9,0
217455998,5594412427,2744640,4582565,8,0
217532166,5596774012,2745800,4584422,13,0
217624145,5599704797,2747166,4586635,7,0
217675081,5600614803,2747842,4587444,17,0
217836567,5605268246,2750216,4591054,4,0
217877339,5606004083,2750803,4591748,4,0
217923091,5607006072,2751462,4592631,8,0
217989714,5609144432,2752513,4594301,6,0
218070127,5611340935,2753676,4596011,14,0
218158270,5614499005,2754994,4598400,6,0
218280580,5619062951,2756866,4601786,8,0
218404086,5623394520,2758662,4604939,13,0
218582430,5630339770,2761294,4609760,13,0
218733139,5635595054,2763330,4613405,11,0
218781977,5637411638,2764033,4614662,11,0
218841001,5638999330,2764818,4615764,14,0
218932306,5641482643,2765981,4617496,11,0
218998548,5643410054,2766852,4618846,10,0
219073109,5645436448,2767676,4620268,9,0
219113045,5647020149,2768299,4621367,16,0
219174187,5648434858,2768998,4622351,7,0
219243552,5650885021,2769958,4624048,8,0
219289417,5652506827,2770675,4625172,6,0
219329589,5653807697,2771287,4626077,14,0
219361186,5655267029,2771798,4627088,7,0
219401481,5656717233,2772362,4628093,19,0
219494681,5660553873,2773848,4630748,13,0
219579638,5664108891,2775107,4633210,11,0
219777777,5672001047,2778034,4638687,10,0
219827894,5674130307,2778829,4640159,15,0
219855663,5675169311,2779275,4640885,5,0
219889690,5676612346,2779806,4641887,5,0
219918702,5677725214,2780200,4642668,7,0
219989923,5679507453,2780910,4643930,7,0
220187052,5682139934,2782310,4645881,75,0
220309898,5683972109,2783225,4647295,11,0
220627601,5687727183,2784928,4650097,5,0
220668122,5688629773,2785407,4650774,5,0
220720784,5689603451,2785969,4651517,9,0
220764693,5690737102,2786470,4652368,12,0
220838029,5692617945,2787135,4653778,8,0
220876889,5694057455,2787703,4654784,6,0
220915366,5695534457,2788248,4655824,17,0
220951153,5696303817,2788611,4656368,7,0
221015685,5697611152,2789311,4657327,6,0
221035725,5698092135,2789519,4657704,12,0
221083726,5699376438,2790052,4658610,5,0
221157262,5700395020,2790519,4659384,5,0
221209829,5702006972,2791209,4660612,8,0
221437609,5703178203,2791805,4661583,18,0
221678455,5704094465,2792200,4662367,4,0
221794952,5707065077,2793303,4664592,7,0
221851335,5708019469,2793691,4665280,13,0
221927871,5709049282,2794102,4666075,16,0
221965284,5710520014,2794702,4667109,7,0
222061831,5714189739,2796148,4669687,4,0
222169138,5715751716,2796915,4670852,7,0
222266519,5718998770,2798164,4673135,9,0
222356200,5721681984,2799243,4675001,15,0
222439223,5724644742,2800322,4677071,7,0
222552321,5727370668,2801594,4678992,11,0
222592868,5728566219,2802157,4679828,11,0
222645544,5729859935,2802834,4680741,4,0
222778741,5733861506,2804615,4683582,16,0
222837520,5735910904,2805461,4685000,20,0
222856592,5736715631,2805759,4685560,7,0
222924315,5738796797,2806730,4687009,8,0
222982394,5740286547,2807422,4688059,5,0
223047047,5742274849,2808331,4689450,6,0
223110484,5744659287,2809314,4691104,11,0
223175188,5747027421,2810314,4692745,27,0
223341839,5751682770,2812359,4696009,10,0
223423448,5754599185,2813523,4698043,10,0
223562886,5760418123,2815620,4702071,15,0
223755791,5767044892,2818137,4706683,18,0
223824510,5768979863,2819023,4708023,10,0
223921642,5773294387,2820579,4711015,16,0
223956636,5774775343,2821101,4712042,13,0
224117411,5778863249,2823112,4714887,11,0
224165385,5780247487,2823725,4715852,10,0
224219510,5782323262,2824444,4717302,17,0
224349043,5785700555,2825932,4719703,7,0
224401863,5786675294,2826506,4720396,7,0
224523999,5789286580,2827811,4722251,4,0
224582900,5791336256,2828679,4723675,13,0
224741819,5796921541,2831003,4727547,8,0
224914773,5802668056,2833229,4731524,8,0
224993006,5805786110,2834391,4733698,5,0
225088064,5808403888,2835614,4735522,14,0
225134561,5809626413,2836184,4736392,5,0
225193424,5811929270,2837018,4737992,5,0
225359720,5816689518,2839119,4741339,8,0
225441529,5820299182,2840351,4743832,18,0
225497453,5823291720,2841310,4745893,8,0
225530956,5824506683,2841821,4746737,8,0
225586599,5826483982,2842621,4748108,5,0
225642962,5829190120,2843483,4749989,13,0
225705188,5831763719,2844303,4751780,4,0
225743212,5833520866,2844878,4752997,7,0
225785616,5834493076,2845417,4753675,6,0
225826127,5835609397,2845959,4754456,8,0
225858085,5836644278,2846423,4755182,5,0
225931130,5838150540,2847061,4756261,6,0
226010892,5840848358,2848208,4758155,13,0
226049731,5842105738,2848711,4759039,10,0
226078338,5842999578,2849077,4759666,18,0
226109126,5843699746,2849483,4760171,7,0
226134410,5844433656,2849823,4760691,9,0
226173214,5845166228,2850214,4761212,6,0
226214705,5845677928,2850528,4761582,7,0
226293802,5847354607,2851434,4762798,9,0
226352695,5848231354,2851844,4763439,9,0
226381770,5848766367,2852123,4763828,14,0
226419908,5849428013,2852544,4764300,5,0
226445372,5849966636,2852880,4764690,5,0
226496389,5850877711,2853487,4765343,7,0
226527287,5851522028,2853869,4765803,8,0
226556698,5852121191,2854243,4766228,8,0
226578812,5852768544,2854578,4766692,8,0
226600652,5853443911,2854899,4767165,5,0
226624357,5854052848,2855185,4767597,8,0
226648659,5854505339,2855453,4767928,5,0
226684286,5855522940,2855996,4768658,6,0
226701603,5855864156,2856184,4768925,5,0
226746146,5856341734,2856496,4769313,5,0
226776449,5856720202,2856753,4769664,8,0
226807590,5857260004,2857043,4770109,6,0
226847282,5857895929,2857376,4770596,4,0
226893398,5859445551,2858129,4771687,17,0
226932793,5860621550,2858684,4772522,6,0
227028174,5863630152,2859997,4774676,4,0
227064517,5864913597,2860604,4775568,7,0
227125356,5867124318,2861451,4777110,7,0
227241739,5871217497,2863258,4779969,8,0
227334714,5873511486,2864523,4781574,4,0
227403432,5875472951,2865448,4782955,7,0
227449089,5877156554,2866185,4784123,5,0
227502690,5878362067,2866932,4784966,8,0
227593907,5880577443,2868183,4786529,6,0
227660521,5882484868,2869169,4787859,5,0
227684505,5882954914,2869500,4788188,5,0
227709660,5883498789,2869837,4788571,5,0
227732726,5884101257,2870173,4788999,13,0
227777108,5885297343,2870841,4789856,5,0
227813061,5886035040,2871317,4790369,5,0
227865771,5887026610,2871971,4791062,5,0
227947083,5888697339,2872964,4792229,6,0
228015412,5889763988,2873626,4792987,5,0
228135583,5892481699,2875182,4794901,6,0
228184649,5893786010,2875814,4795819,8,0
228275170,5896853651,2877185,4797951,5,0
228322132,5897900363,2877776,4798685,5,0
